project name,compile,gradle version,flaky tests,total tests,successful tests,failed tests,skipped tests,time (minutes)
HMCL-dev/HMCL:HMCL,error with test,8.5,error,,,,,3
HMCL-dev/HMCL:HMCLCore,error with test,8.5,error,,,,,3
HMCL-dev/HMCL:HMCLTransformerDiscoveryService,error with test,8.5,error,,,,,3
0xDexter0us/Scavenger,error with test,7.3,no test,,,,,5
4finance/micro-infra-spring,F,4.6,N/A,,,,,0
aadnk/ProtocolLib,T,8.0.2,30,143,141,0,2,23
acomminos/Plumble,F,2.14.1,N/A,,,,,0
Adubbz/Ghidra-Switch-Loader,F,7.5.1,N/A,,,,,0
airbnb/reair,F,2.11,N/A,,,,,0
allegro/json-avro-converter,F,6.7,N/A,,,,,0
andrewoma/dexx,F,2.9,N/A,,,,,0
andrewoma/kwery,F,2.9,N/A,,,,,0
andrewoma/reakt,F,2.2,N/A,,,,,0
apache/incubator-retired-wave,F,3.2,N/A,,,,,0
arawn/kotlin-spring-example,F,3.1,N/A,,,,,0
asynkron/protoactor-kotlin,F,6.3,N/A,,,,,0
aws-samples/aws-java-sample,F,2.4,N/A,,,,,0
aws-samples/eb-java-scorekeep,F,2.7,N/A,,,,,0
b1412/jfinal-ext,F,2.2.1,N/A,,,,,0
bbejeck/kafka-streams,F,2.11,N/A,,,,,0
bbejeck/kafka-streams-in-action,F,2.11,N/A,,,,,0
binjr/binjr:binjr-adapter-csv,error with test,8.5,error,,,,,4
binjr/binjr:binjr-adapter-jfr,error with test,8.5,error,,,,,4
binjr/binjr:binjr-adapter-jrds,error with test,8.5,error,,,,,5
binjr/binjr:binjr-adapter-logs,error with test,8.5,error,,,,,5
binjr/binjr:binjr-adapter-netdata,error with test,8.5,error,,,,,5
binjr/binjr:binjr-adapter-rrd4j,error with test,8.5,error,,,,,5
binjr/binjr:binjr-adapter-text,error with test,8.5,error,,,,,5
binjr/binjr:binjr-app,error with test,8.5,error,,,,,5
binjr/binjr:binjr-core,error with test,8.5,error,,,,,5
BladeRunnerJS/brjs,F,2.14.1,N/A,,,,,0
boyuanitsm/pay,F,2.9,N/A,,,,,0
bozaro/git-lfs-migrate,F,2.11,N/A,,,,,0
brunoborges/fx2048,error with test,7.3,no test,,,,,1
bspkrs/MCPMappingViewer,F,7.0,N/A,,,,,0
bwaldvogel/mongo-java-server:mongo-java-server-core,T,8.1.1,error,,,,,658
bwaldvogel/mongo-java-server:mongo-java-server-examples,T,8.1.1,error,,,,,658
bwaldvogel/mongo-java-server:mongo-java-server-h2-backend,T,8.1.1,error,,,,,658
bwaldvogel/mongo-java-server:mongo-java-server-memory-backend,T,8.1.1,error,,,,,658
bwaldvogel/mongo-java-server:mongo-java-server-postgresql-backend,T,8.1.1,error,,,,,658
bwaldvogel/mongo-java-server:mongo-java-server-test-common,T,8.1.1,error,,,,,658
carrot2/elasticsearch-carrot2,error with test,7.5.1,no test,,,,,2
CategoricalData/CQL,F,6.3,N/A,,,,,0
chrishantha/jfr-flame-graph,T,7.4.1,0,5,5,0,0,1
chrislo27/PolyrhythmMania:core,error with test,8.4,error,,,,,55
chrislo27/PolyrhythmMania:desktop,error with test,8.4,error,,,,,78
ChronixDB/chronix.server,F,4.10.3,N/A,,,,,0
chucknorris-io/chuck-api,error with test,7.6.1,error,,,,,4
cloudfoundry/credhub:applications,T,8.5,no test,,,,,45
cloudfoundry/credhub:backends,T,8.5,no test,,,,,45
cloudfoundry/credhub:components,T,8.5,no test,,,,,46
CodelyTV/java-ddd-example-deprecated,F,5.1.1,N/A,,,,,0
CodeNarc/CodeNarc:integration-test,T,7.4.1,0,1,0,0,1,15
concordion/concordion,T,8.2.1,error,,,,,4
Concurnas/Concurnas,F,5.6.1,N/A,,,,,0
ContextMapper/context-mapper-dsl:context-mapper-dsl,T,7.4.2,no test,,,,,922
ContextMapper/context-mapper-dsl:context-mapper-dsl-tests,T,7.4.2,7,728,714,12,2,1061
ContextMapper/context-mapper-dsl:context-mapper-lsp,T,7.4.2,no test,,,,,1063
ContextMapper/context-mapper-dsl:context-mapper-lsp-tests,T,7.4.2,0,76,73,3,0,1141
copper-engine/copper-engine,F,6.7,N/A,,,,,1
corretto/amazon-corretto-crypto-provider,error with test,7.2,no test,,,,,4
craftercms/craftercms,error with test,8.0.2,error,,,,,105
CraftTweaker/CraftTweaker,F,8.5,N/A,,,,,24
Creditas/kotlin-ddd-sample,F,4.8.1,N/A,,,,,0
Cuyler36/Ghidra-GameCube-Loader,F,7.5.1,N/A,,,,,0
CyberdyneCC/Thermos,F,2.8,N/A,,,,,0
d10xa/holidays-calendar:data-test,error with test,7.5.1,error,,,,,3
deephaven/deephaven-core:application-mode,error with test,7.6.3,error,,,,,93
deephaven/deephaven-core:authentication,error with test,7.6.3,error,,,,,94
deephaven/deephaven-core:authorization,error with test,7.6.3,error,,,,,94
deephaven/deephaven-core:authorization-codegen,error with test,7.6.3,error,,,,,94
deephaven/deephaven-core:Base,error with test,7.6.3,error,,,,,94
deephaven/deephaven-core:base-test-utils,error with test,7.6.3,error,,,,,94
deephaven/deephaven-core:BenchmarkSupport,error with test,7.6.3,error,,,,,94
deephaven/deephaven-core:bom,error with test,7.6.3,error,,,,,94
deephaven/deephaven-core:ClientSupport,error with test,7.6.3,error,,,,,95
deephaven/deephaven-core:clock,error with test,7.6.3,error,,,,,95
deephaven/deephaven-core:clock-impl,error with test,7.6.3,error,,,,,95
deephaven/deephaven-core:codegen,error with test,7.6.3,error,,,,,95
deephaven/deephaven-core:combined-javadoc,error with test,7.6.3,error,,,,,95
deephaven/deephaven-core:configs,error with test,7.6.3,error,,,,,95
deephaven/deephaven-core:Configuration,error with test,7.6.3,error,,,,,95
deephaven/deephaven-core:Container,error with test,7.6.3,error,,,,,96
deephaven/deephaven-core:cpp-client,error with test,7.6.3,error,,,,,96
deephaven/deephaven-core:DataStructures,error with test,7.6.3,error,,,,,96
deephaven/deephaven-core:deephaven-jpy-config,error with test,7.6.3,error,,,,,96
deephaven/deephaven-core:deephaven-jpy-ext,error with test,7.6.3,error,,,,,96
deephaven/deephaven-core:DHProcess,error with test,7.6.3,error,,,,,96
deephaven/deephaven-core:docker-cpp-clients-multi-base,error with test,7.6.3,error,,,,,96
deephaven/deephaven-core:docker-go,error with test,7.6.3,error,,,,,96
deephaven/deephaven-core:docker-node,error with test,7.6.3,error,,,,,97
deephaven/deephaven-core:docker-protoc-base,error with test,7.6.3,error,,,,,97
deephaven/deephaven-core:docker-python,error with test,7.6.3,error,,,,,97
deephaven/deephaven-core:docker-runtime-base,error with test,7.6.3,error,,,,,97
deephaven/deephaven-core:docker-selenium,error with test,7.6.3,error,,,,,97
deephaven/deephaven-core:docker-server,error with test,7.6.3,error,,,,,97
deephaven/deephaven-core:docker-server-base,error with test,7.6.3,error,,,,,97
deephaven/deephaven-core:docker-server-jetty,error with test,7.6.3,error,,,,,98
deephaven/deephaven-core:docker-server-slim,error with test,7.6.3,error,,,,,98
deephaven/deephaven-core:docker-slim-base,error with test,7.6.3,error,,,,,98
deephaven/deephaven-core:docker-web-plugin-packager,error with test,7.6.3,error,,,,,98
deephaven/deephaven-core:engine-api,error with test,7.6.3,error,,,,,98
deephaven/deephaven-core:engine-base,error with test,7.6.3,error,,,,,98
deephaven/deephaven-core:engine-benchmark,error with test,7.6.3,error,,,,,98
deephaven/deephaven-core:engine-chunk,error with test,7.6.3,error,,,,,99
deephaven/deephaven-core:engine-context,error with test,7.6.3,error,,,,,99
deephaven/deephaven-core:engine-function,error with test,7.6.3,error,,,,,99
deephaven/deephaven-core:engine-primitive,error with test,7.6.3,error,,,,,99
deephaven/deephaven-core:engine-processor,error with test,7.6.3,error,,,,,99
deephaven/deephaven-core:engine-processor-function,error with test,7.6.3,error,,,,,99
deephaven/deephaven-core:engine-query-constants,error with test,7.6.3,error,,,,,99
deephaven/deephaven-core:engine-rowset,error with test,7.6.3,error,,,,,99
deephaven/deephaven-core:engine-rowset-test-utils,error with test,7.6.3,error,,,,,100
deephaven/deephaven-core:engine-sql,error with test,7.6.3,error,,,,,100
deephaven/deephaven-core:engine-stringset,error with test,7.6.3,error,,,,,100
deephaven/deephaven-core:engine-table,error with test,7.6.3,error,,,,,100
deephaven/deephaven-core:engine-test-utils,error with test,7.6.3,error,,,,,100
deephaven/deephaven-core:engine-time,error with test,7.6.3,error,,,,,100
deephaven/deephaven-core:engine-tuple,error with test,7.6.3,error,,,,,100
deephaven/deephaven-core:engine-tuplesource,error with test,7.6.3,error,,,,,100
deephaven/deephaven-core:engine-updategraph,error with test,7.6.3,error,,,,,101
deephaven/deephaven-core:engine-vector,error with test,7.6.3,error,,,,,101
deephaven/deephaven-core:extensions-arrow,error with test,7.6.3,error,,,,,101
deephaven/deephaven-core:extensions-barrage,error with test,7.6.3,error,,,,,101
deephaven/deephaven-core:extensions-classgraph,error with test,7.6.3,error,,,,,101
deephaven/deephaven-core:extensions-csv,error with test,7.6.3,error,,,,,101
deephaven/deephaven-core:extensions-jdbc,error with test,7.6.3,error,,,,,101
deephaven/deephaven-core:extensions-kafka,error with test,7.6.3,error,,,,,101
deephaven/deephaven-core:extensions-parquet-base,error with test,7.6.3,error,,,,,102
deephaven/deephaven-core:extensions-parquet-benchmark,error with test,7.6.3,error,,,,,102
deephaven/deephaven-core:extensions-parquet-compression,error with test,7.6.3,error,,,,,102
deephaven/deephaven-core:extensions-parquet-table,error with test,7.6.3,error,,,,,102
deephaven/deephaven-core:extensions-performance,error with test,7.6.3,error,,,,,102
deephaven/deephaven-core:extensions-protobuf,error with test,7.6.3,error,,,,,102
deephaven/deephaven-core:extensions-source-support,error with test,7.6.3,error,,,,,102
deephaven/deephaven-core:extensions-suanshu,error with test,7.6.3,error,,,,,103
deephaven/deephaven-core:Generators,error with test,7.6.3,error,,,,,103
deephaven/deephaven-core:go,error with test,7.6.3,error,,,,,103
deephaven/deephaven-core:grpc-java,error with test,7.6.3,error,,,,,103
deephaven/deephaven-core:hotspot,error with test,7.6.3,error,,,,,103
deephaven/deephaven-core:hotspot-impl,error with test,7.6.3,error,,,,,103
deephaven/deephaven-core:Integrations,error with test,7.6.3,error,,,,,103
deephaven/deephaven-core:IO,error with test,7.6.3,error,,,,,103
deephaven/deephaven-core:java-client-barrage,error with test,7.6.3,error,,,,,104
deephaven/deephaven-core:java-client-barrage-dagger,error with test,7.6.3,error,,,,,104
