project name,compile,gradle version,flaky tests,total tests,successful tests,failed tests,skipped tests,time (minutes)
spring-projects/spring-session:spring-session-sample-boot-webflux,T,8.2.1,error,,,,,30
spring-projects/spring-session:spring-session-sample-boot-webflux-custom-cookie,T,8.2.1,error,,,,,31
spring-projects/spring-session:spring-session-sample-boot-websocket,T,8.2.1,error,,,,,31
spring-projects/spring-session:spring-session-sample-javaconfig-custom-cookie,T,8.2.1,error,,,,,31
spring-projects/spring-session:spring-session-sample-javaconfig-hazelcast,T,8.2.1,error,,,,,31
spring-projects/spring-session:spring-session-sample-javaconfig-jdbc,T,8.2.1,error,,,,,31
spring-projects/spring-session:spring-session-sample-javaconfig-redis,T,8.2.1,error,,,,,32
spring-projects/spring-session:spring-session-sample-javaconfig-rest,T,8.2.1,error,,,,,32
spring-projects/spring-session:spring-session-sample-javaconfig-security,T,8.2.1,error,,,,,32
spring-projects/spring-session:spring-session-sample-misc-hazelcast,T,8.2.1,error,,,,,32
spring-projects/spring-session:spring-session-sample-xml-jdbc,T,8.2.1,error,,,,,33
spring-projects/spring-session:spring-session-sample-xml-redis,T,8.2.1,error,,,,,33
apache/poi:poi,T,8.5,error,,,,,200
apache/poi:poi-examples,T,8.5,error,,,,,200
apache/poi:poi-excelant,T,8.5,error,,,,,200
apache/poi:poi-integration,T,8.5,error,,,,,201
apache/poi:poi-ooxml,T,8.5,error,,,,,201
apache/poi:poi-ooxml-full,T,8.5,no test,,,,,202
apache/poi:poi-ooxml-lite,T,8.5,no test,,,,,202
apache/poi:poi-ooxml-lite-agent,T,8.5,no test,,,,,202
apache/poi:poi-scratchpad,T,8.5,error,,,,,203
EssentialsX/Essentials:EssentialsX,T,8.3,error,,,,,15
EssentialsX/Essentials:EssentialsXAntiBuild,T,8.3,error,,,,,16
EssentialsX/Essentials:EssentialsXChat,T,8.3,error,,,,,16
EssentialsX/Essentials:EssentialsXDiscord,T,8.3,error,,,,,16
EssentialsX/Essentials:EssentialsXDiscordLink,T,8.3,error,,,,,16
EssentialsX/Essentials:EssentialsXGeoIP,T,8.3,error,,,,,16
EssentialsX/Essentials:EssentialsXProtect,T,8.3,error,,,,,17
EssentialsX/Essentials:EssentialsXSpawn,T,8.3,error,,,,,17
EssentialsX/Essentials:EssentialsXXMPP,T,8.3,error,,,,,17
EssentialsX/Essentials:providers,T,8.3,error,,,,,17
dcevm/dcevm,F,2.4,N/A,,,,,0
embulk/embulk:embulk-core,T,7.6.1,error,207,194,13,0,9
embulk/embulk:embulk-deps,T,7.6.1,error,52,52,0,0,9
embulk/embulk:embulk-junit4,T,7.6.1,no test,,,,,9
embulk/embulk:embulk-ruby,T,7.6.1,no test,,,,,10
embulk/embulk:test-helpers,T,7.6.1,no test,,,,,11
stagemonitor/stagemonitor,F,5.5.1,N/A,,,,,0
linkedin/ambry,F,5.2.1,N/A,,,,,0
JakeWharton/mosaic:mosaic-gradle-plugin,T,8.5,4,4,4,0,0,40
JakeWharton/mosaic:mosaic-runtime,T,8.5,no test,,,,,40
JakeWharton/mosaic:samples,T,8.5,no test,,,,,41
jphp-group/jphp,F,5.1.1,N/A,,,,,0
MeteorDevelopment/meteor-client:launch,error with test,8.3,no test,,,,,11
centic9/jgit-cookbook,T,8.5,0,4,3,1,0,2
neo4j-contrib/neo4j-apoc-procedures:core,error with test,8.4,error,,,,,4
neo4j-contrib/neo4j-apoc-procedures:core-it,error with test,8.4,error,,,,,4
neo4j-contrib/neo4j-apoc-procedures:full,error with test,8.4,error,,,,,4
neo4j-contrib/neo4j-apoc-procedures:full-it,error with test,8.4,error,,,,,4
neo4j-contrib/neo4j-apoc-procedures:processor,error with test,8.4,error,,,,,4
neo4j-contrib/neo4j-apoc-procedures:test-utils,error with test,8.4,error,,,,,4
googlemaps/google-maps-services-java,F,6.1.1,N/A,,,,,0
Raysmond/SpringBlog,F,3.5.1,N/A,,,,,0
athkalia/Just-Another-Android-App,F,4.4.1,N/A,,,,,0
mattia-battiston/clean-architecture-example,F,2.11,N/A,,,,,0
functionaljava/functionaljava:consume,T,7.4,0,1,0,0,1,21
functionaljava/functionaljava:core,T,7.4,0,492,492,0,0,40
functionaljava/functionaljava:demo,T,7.4,0,1,0,0,1,41
functionaljava/functionaljava:java-core,T,7.4,0,1,0,0,1,43
functionaljava/functionaljava:performance,T,7.4,0,1,0,0,1,44
functionaljava/functionaljava:props-core,T,7.4,0,262,262,0,0,92
functionaljava/functionaljava:props-core-scalacheck,T,7.4,0,1,1,0,0,102
functionaljava/functionaljava:quickcheck,T,7.4,0,25,24,1,0,107
broadinstitute/gatk,F,8.2.1,N/A,,,,,4
mongodb/mongo-hadoop,F,2.2.1,N/A,,,,,0
MightyPirates/OpenComputers,F,6.9.1,N/A,,,,,0
jenkinsci/JenkinsPipelineUnit,T,8.0.2,1,259,258,0,1,23
PaperMC/Velocity:deprecated-configurate3,error with test,8.5,error,,,,,4
PaperMC/Velocity:velocity-api,error with test,8.5,error,,,,,4
PaperMC/Velocity:velocity-native,error with test,8.5,error,,,,,4
PaperMC/Velocity:velocity-proxy,error with test,8.5,error,,,,,5
PaperMC/Velocity:velocity-proxy-log4j2-plugin,error with test,8.5,error,,,,,5
MarquezProject/marquez:api,T,8.4,0,470,469,0,1,154
MarquezProject/marquez:clients,T,8.4,no test,,,,,155
spring-projects/spring-integration:spring-integration-amqp,T,8.5,error,,,,,46
spring-projects/spring-integration:spring-integration-bom,T,8.5,error,,,,,46
spring-projects/spring-integration:spring-integration-camel,T,8.5,error,,,,,46
spring-projects/spring-integration:spring-integration-cassandra,T,8.5,error,,,,,46
spring-projects/spring-integration:spring-integration-core,T,8.5,error,,,,,46
spring-projects/spring-integration:spring-integration-debezium,T,8.5,error,,,,,46
spring-projects/spring-integration:spring-integration-event,T,8.5,error,,,,,46
spring-projects/spring-integration:spring-integration-feed,T,8.5,error,,,,,46
spring-projects/spring-integration:spring-integration-file,T,8.5,error,,,,,47
spring-projects/spring-integration:spring-integration-ftp,T,8.5,error,,,,,47
spring-projects/spring-integration:spring-integration-graphql,T,8.5,error,,,,,47
spring-projects/spring-integration:spring-integration-groovy,T,8.5,error,,,,,47
spring-projects/spring-integration:spring-integration-hazelcast,T,8.5,error,,,,,47
spring-projects/spring-integration:spring-integration-http,T,8.5,error,,,,,47
spring-projects/spring-integration:spring-integration-ip,T,8.5,error,,,,,47
spring-projects/spring-integration:spring-integration-jdbc,T,8.5,error,,,,,47
spring-projects/spring-integration:spring-integration-jms,T,8.5,error,,,,,47
spring-projects/spring-integration:spring-integration-jmx,T,8.5,error,,,,,47
spring-projects/spring-integration:spring-integration-jpa,T,8.5,error,,,,,48
spring-projects/spring-integration:spring-integration-kafka,T,8.5,error,,,,,48
spring-projects/spring-integration:spring-integration-mail,T,8.5,error,,,,,48
spring-projects/spring-integration:spring-integration-mongodb,T,8.5,error,,,,,48
spring-projects/spring-integration:spring-integration-mqtt,T,8.5,error,,,,,48
spring-projects/spring-integration:spring-integration-r2dbc,T,8.5,error,,,,,48
spring-projects/spring-integration:spring-integration-redis,T,8.5,error,,,,,48
spring-projects/spring-integration:spring-integration-rsocket,T,8.5,error,,,,,48
spring-projects/spring-integration:spring-integration-scripting,T,8.5,error,,,,,49
spring-projects/spring-integration:spring-integration-sftp,T,8.5,error,,,,,49
spring-projects/spring-integration:spring-integration-smb,T,8.5,error,,,,,49
spring-projects/spring-integration:spring-integration-stomp,T,8.5,error,,,,,49
spring-projects/spring-integration:spring-integration-stream,T,8.5,error,,,,,49
spring-projects/spring-integration:spring-integration-syslog,T,8.5,error,,,,,49
spring-projects/spring-integration:spring-integration-test,T,8.5,error,,,,,49
spring-projects/spring-integration:spring-integration-test-support,T,8.5,error,,,,,49
spring-projects/spring-integration:spring-integration-webflux,T,8.5,error,,,,,50
spring-projects/spring-integration:spring-integration-websocket,T,8.5,error,,,,,50
spring-projects/spring-integration:spring-integration-ws,T,8.5,error,,,,,50
spring-projects/spring-integration:spring-integration-xml,T,8.5,error,,,,,50
spring-projects/spring-integration:spring-integration-xmpp,T,8.5,error,,,,,50
spring-projects/spring-integration:spring-integration-zeromq,T,8.5,error,,,,,50
spring-projects/spring-integration:spring-integration-zip,T,8.5,error,,,,,50
spring-projects/spring-integration:spring-integration-zookeeper,T,8.5,error,,,,,50
ajermakovics/jvm-mon,F,4.8,N/A,,,,,0
o19s/elasticsearch-learning-to-rank:publish,T,8.1.1,no test,,,,,4
o19s/elasticsearch-learning-to-rank:rest-api-spec,T,8.1.1,no test,,,,,4
spring-projects/spring-statemachine:spring-statemachine-autoconfigure,T,7.6.1,0,9,9,0,0,32
spring-projects/spring-statemachine:spring-statemachine-bom,T,7.6.1,no test,,,,,32
spring-projects/spring-statemachine:spring-statemachine-build-tests,T,7.6.1,1,199,125,1,73,48
spring-projects/spring-statemachine:spring-statemachine-cluster,T,7.6.1,0,1,1,0,0,49
spring-projects/spring-statemachine:spring-statemachine-core,T,7.6.1,0,436,434,0,2,69
spring-projects/spring-statemachine:spring-statemachine-data-common,T,7.6.1,no test,,,,,70
spring-projects/spring-statemachine:spring-statemachine-kryo,T,7.6.1,0,3,3,0,0,70
spring-projects/spring-statemachine:spring-statemachine-platform,T,7.6.1,no test,,,,,71
spring-projects/spring-statemachine:spring-statemachine-recipes-common,T,7.6.1,0,20,20,0,0,76
spring-projects/spring-statemachine:spring-statemachine-samples-common,T,7.6.1,no test,,,,,76
spring-projects/spring-statemachine:spring-statemachine-starter,T,7.6.1,no test,,,,,76
spring-projects/spring-statemachine:spring-statemachine-test,T,7.6.1,0,16,16,0,0,78
spring-projects/spring-statemachine:spring-statemachine-uml,T,7.6.1,0,64,64,0,0,82
spring-projects/spring-statemachine:spring-statemachine-zookeeper,T,7.6.1,0,33,33,0,0,88
controlsfx/controlsfx:=>,T,7.4.1,error,,,,,4
controlsfx/controlsfx:=>,T,7.4.1,error,,,,,4
controlsfx/controlsfx:=>,T,7.4.1,error,,,,,4
controlsfx/controlsfx:controlsfx,T,7.4.1,2,40,37,0,3,16
controlsfx/controlsfx:controlsfx-samples,T,7.4.1,no test,,,,,16
controlsfx/controlsfx:fxsampler,T,7.4.1,no test,,,,,16
sleekbyte/tailor,F,3.1,N/A,,,,,0
Netflix/servo:servo-apache,T,7.6,0,2,2,0,0,5
Netflix/servo:servo-atlas,T,7.6,0,9,9,0,0,6
Netflix/servo:servo-aws,T,7.6,0,6,6,0,0,7
Netflix/servo:servo-core,T,7.6,1,337,337,0,0,9
Netflix/servo:servo-example,T,7.6,no test,,,,,9
Netflix/servo:servo-graphite,T,7.6,0,8,8,0,0,10
Netflix/servo:servo-tomcat,T,7.6,no test,,,,,10
doyensec/inql,error with test,8.0.2,no test,,,,,3
rholder/guava-retrying,F,2.4,N/A,,,,,0
loklak/loklak_server,F,5.6.2,N/A,,,,,1
ReactiveX/RxNetty,F,2.13,N/A,,,,,0
Netflix/mantis:mantis-client,T,7.5,error,,,,,10
Netflix/mantis:mantis-common,T,7.5,error,,,,,12
Netflix/mantis:mantis-common-serde,T,7.5,no test,,,,,12
Netflix/mantis:mantis-connectors,T,7.5,no test,,,,,12
Netflix/mantis:mantis-control-plane,T,7.5,no test,,,,,13
Netflix/mantis:mantis-discovery-proto,T,7.5,0,2,2,0,0,13
Netflix/mantis:mantis-examples,T,7.5,no test,,,,,14
Netflix/mantis:mantis-network,T,7.5,error,,,,,14
Netflix/mantis:mantis-publish,T,7.5,no test,,,,,14
Netflix/mantis:mantis-remote-observable,T,7.5,error,,,,,15
Netflix/mantis:mantis-runtime,T,7.5,error,,,,,16
Netflix/mantis:mantis-runtime-loader,T,7.5,error,,,,,17
Netflix/mantis:mantis-server,T,7.5,no test,,,,,18
Netflix/mantis:mantis-shaded,T,7.5,no test,,,,,18
Netflix/mantis:mantis-source-jobs,T,7.5,no test,,,,,19
Netflix/mantis:mantis-testcontainers,T,7.5,error,,,,,20
geogebra/geogebra:carota-web,T,7.4.2,no test,,,,,48
geogebra/geogebra:common,T,7.4.2,0,0,0,0,0,48
geogebra/geogebra:common-jre,T,7.4.2,error,2525,2519,0,6,60
geogebra/geogebra:desktop,T,7.4.2,error,657,104,550,3,65
geogebra/geogebra:editor-base,T,7.4.2,error,18,18,0,0,65
geogebra/geogebra:editor-desktop,T,7.4.2,no test,,,,,65
geogebra/geogebra:editor-web,T,7.4.2,no test,,,,,66
geogebra/geogebra:ggbjdk,T,7.4.2,no test,,,,,66
geogebra/geogebra:giac-jni,T,7.4.2,no test,,,,,66
geogebra/geogebra:gwtutil,T,7.4.2,no test,,,,,67
geogebra/geogebra:jogl2,T,7.4.2,0,0,0,0,0,67
geogebra/geogebra:keyboard-base,T,7.4.2,error,5,5,0,0,67
geogebra/geogebra:keyboard-scientific,T,7.4.2,error,4,4,0,0,68
geogebra/geogebra:keyboard-web,T,7.4.2,no test,,,,,69
geogebra/geogebra:renderer-base,T,7.4.2,no test,,,,,69
geogebra/geogebra:renderer-desktop,T,7.4.2,error,1,0,0,1,69
geogebra/geogebra:renderer-web,T,7.4.2,no test,,,,,70
geogebra/geogebra:test,T,7.4.2,no test,,,,,70
geogebra/geogebra:web,T,7.4.2,error,110,110,0,0,85
geogebra/geogebra:web-common,T,7.4.2,no test,,,,,85
geogebra/geogebra:web-dev,T,7.4.2,no test,,,,,85
geogebra/geogebra:xr-base,T,7.4.2,no test,,,,,85
mcxiaoke/gradle-packer-plugin,F,2.8,N/A,,,,,0
HanSolo/tilesfx,F,6.7,N/A,,,,,0
cuba-platform/cuba,F,5.6.4,N/A,,,,,0
scratchfoundation/scratch-flash,F,2.5,N/A,,,,,0
PortSwigger/turbo-intruder,error with test,7.2,no test,,,,,5
BuildCraft/BuildCraft,F,4.3.1,N/A,,,,,0
AppliedEnergistics/Applied-Energistics-2:libs,error with test,8.5,no test,,,,,46
bintray/gradle-bintray-plugin,F,5.6.2,N/A,,,,,0
treasure-data/digdag,F,6.9.2,N/A,,,,,0
jodconverter/jodconverter:jodconverter-cli,T,7.6,0,41,41,0,0,13
jodconverter/jodconverter:jodconverter-core,T,7.6,0,254,242,0,12,15
jodconverter/jodconverter:jodconverter-local,T,7.6,0,275,265,0,10,17
jodconverter/jodconverter:jodconverter-local-lo,T,7.6,no test,,,,,17
jodconverter/jodconverter:jodconverter-local-oo,T,7.6,no test,,,,,17
jodconverter/jodconverter:jodconverter-remote,T,7.6,0,15,15,0,0,18
jodconverter/jodconverter:jodconverter-spring,T,7.6,0,2,2,0,0,18
jodconverter/jodconverter:jodconverter-spring-boot-starter,T,7.6,no test,,,,,19
spinnaker/kayenta:kayenta-atlas,T,7.6.1,0,38,38,0,0,37
spinnaker/kayenta:kayenta-aws,T,7.6.1,no test,,,,,38
spinnaker/kayenta:kayenta-azure,T,7.6.1,no test,,,,,38
spinnaker/kayenta:kayenta-blobs,T,7.6.1,0,24,24,0,0,40
spinnaker/kayenta:kayenta-bom,T,7.6.1,no test,,,,,40
spinnaker/kayenta:kayenta-core,T,7.6.1,0,113,113,0,0,45
spinnaker/kayenta:kayenta-datadog,T,7.6.1,0,6,6,0,0,48
spinnaker/kayenta:kayenta-gcs,T,7.6.1,no test,,,,,49
spinnaker/kayenta:kayenta-google,T,7.6.1,no test,,,,,49
spinnaker/kayenta:kayenta-graphite,T,7.6.1,0,1,1,0,0,52
spinnaker/kayenta:kayenta-influxdb,T,7.6.1,0,13,13,0,0,54
spinnaker/kayenta:kayenta-integration-tests,T,7.6.1,0,8,8,0,0,144
spinnaker/kayenta:kayenta-judge,T,7.6.1,0,87,87,0,0,146
spinnaker/kayenta:kayenta-mannwhitney,T,7.6.1,0,7,7,0,0,147
spinnaker/kayenta:kayenta-newrelic-insights,T,7.6.1,0,7,7,0,0,148
spinnaker/kayenta:kayenta-objectstore-configbin,T,7.6.1,no test,,,,,148
spinnaker/kayenta:kayenta-objectstore-memory,T,7.6.1,no test,,,,,148
spinnaker/kayenta:kayenta-orca,T,7.6.1,no test,,,,,148
spinnaker/kayenta:kayenta-prometheus,T,7.6.1,0,38,38,0,0,150
spinnaker/kayenta:kayenta-s3,T,7.6.1,no test,,,,,150
spinnaker/kayenta:kayenta-signalfx,T,7.6.1,0,16,16,0,0,151
spinnaker/kayenta:kayenta-sql,T,7.6.1,0,18,18,0,0,153
spinnaker/kayenta:kayenta-stackdriver,T,7.6.1,0,25,25,0,0,156
spinnaker/kayenta:kayenta-standalone-canary-analysis,T,7.6.1,0,16,16,0,0,158
spinnaker/kayenta:kayenta-wavefront,T,7.6.1,0,10,10,0,0,159
spinnaker/kayenta:kayenta-web,T,7.6.1,0,5,5,0,0,162
alfio-event/alf.io,T,8.5,0,719,719,0,0,124
methusalah/OpenRTS,F,4.9,N/A,,,,,0
gothinkster/spring-boot-realworld-example-app,T,7.4,0,68,68,0,0,8
Kotlin/kotlin-fullstack-sample,F,4.2.1,N/A,,,,,0
mapstruct/mapstruct-examples,error with test,8.3,no test,,,,,3
SlimeKnights/TinkersConstruct,F,7.3,N/A,,,,,1
linkedin/parseq,F,6.3,N/A,,,,,0
SpongePowered/SpongeForge,F,4.10.3,N/A,,,,,0
PureWriter/desktop,F,5.6.4,N/A,,,,,0
spring-projects/spring-restdocs:docs,T,7.2,0,0,0,0,0,13
spring-projects/spring-restdocs:spring-restdocs-asciidoctor,T,7.2,1,61,61,0,0,46
spring-projects/spring-restdocs:spring-restdocs-bom,T,7.2,no test,,,,,46
spring-projects/spring-restdocs:spring-restdocs-core,T,7.2,4,877,877,0,0,50
spring-projects/spring-restdocs:spring-restdocs-mockmvc,T,7.2,2,71,71,0,0,53
spring-projects/spring-restdocs:spring-restdocs-platform,T,7.2,no test,,,,,53
spring-projects/spring-restdocs:spring-restdocs-restassured,T,7.2,2,67,67,0,0,58
spring-projects/spring-restdocs:spring-restdocs-webtestclient,T,7.2,0,28,28,0,0,60
PortSwigger/param-miner,error with test,7.2,no test,,,,,2
zxh0/classpy,F,6.7,N/A,,,,,0
jbake-org/jbake:jbake-core,T,7.3.3,0,274,274,0,0,54
jbake-org/jbake:jbake-dist,T,7.3.3,no test,,,,,55
jbake-org/jbake:jbake-maven-plugin,T,7.3.3,no test,,,,,55
sgroschupf/zkclient,F,1.3,N/A,,,,,0
TeamNewPipe/NewPipeExtractor:extractor,T,7.5.1,4,2195,2119,5,71,28
TeamNewPipe/NewPipeExtractor:timeago-parser,T,7.5.1,no test,,,,,28
vektah/CodeGlance,F,3.3,N/A,,,,,0
Grover-c13/PokeGOAPI-Java,F,3.0,N/A,,,,,0
jojoldu/freelec-springboot2-webservice,F,4.10.2,N/A,,,,,0
sirixdb/sirix:sirix-core,T,8.4,error,652,599,0,53,301
sirixdb/sirix:sirix-example,T,8.4,no test,,,,,301
sirixdb/sirix:sirix-kotlin-api,T,8.4,error,7,6,0,1,318
sirixdb/sirix:sirix-kotlin-cli,T,8.4,error,14,14,0,0,349
sirixdb/sirix:sirix-query,T,8.4,error,169,169,0,0,388
sirixdb/sirix:sirix-rest-api,T,8.4,error,66,66,0,0,404
intellij-solidity/intellij-solidity,T,7.6,0,413,413,0,0,30
CCBlueX/LiquidBounce,error with test,8.3,error,,,,,24
microsoft/HydraLab,F,6.9.4,N/A,,,,,0
bobbylight/RSyntaxTextArea:RSyntaxTextArea,T,8.2.1,0,2868,2840,2,26,15
bobbylight/RSyntaxTextArea:RSyntaxTextAreaDemo,T,8.2.1,no test,,,,,15
palexdev/MaterialFX:=>,T,8.4,error,,,,,6
palexdev/MaterialFX:=>,T,8.4,error,,,,,6
palexdev/MaterialFX:demo,T,8.4,error,,,,,6
palexdev/MaterialFX:materialfx,T,8.4,error,,,,,7
SpencerPark/IJava,F,4.8.1,N/A,,,,,0
jython/jython,T,7.4.2,error,,,,,11
leventov/Koloboke,F,2.0,N/A,,,,,0
syvaidya/openstego,T,7.5.1,0,25,25,0,0,7
dboissier/mongo4idea,F,5.2.1,N/A,,,,,0
lenskit/lenskit,F,4.8,N/A,,,,,0
conductor-oss/conductor:conductor-amqp,T,7.6.2,0,19,19,0,0,48
conductor-oss/conductor:conductor-annotations,T,7.6.2,no test,,,,,48
conductor-oss/conductor:conductor-annotations-processor,T,7.6.2,1,1,1,0,0,50
conductor-oss/conductor:conductor-awss3-storage,T,7.6.2,no test,,,,,51
conductor-oss/conductor:conductor-awssqs-event-queue,T,7.6.2,0,5,5,0,0,55
conductor-oss/conductor:conductor-azureblob-storage,T,7.6.2,0,5,5,0,0,58
conductor-oss/conductor:conductor-cassandra-persistence,T,7.6.2,0,4,1,3,0,173
conductor-oss/conductor:conductor-client,T,7.6.2,0,45,45,0,0,183
conductor-oss/conductor:conductor-client-spring,T,7.6.2,0,0,0,0,0,184
conductor-oss/conductor:conductor-common,T,7.6.2,2,46,46,0,0,188
conductor-oss/conductor:conductor-common-persistence,T,7.6.2,0,0,0,0,0,189
conductor-oss/conductor:conductor-core,T,7.6.2,0,453,446,0,7,210
conductor-oss/conductor:conductor-es6-persistence,T,7.6.2,0,60,60,0,0,300
conductor-oss/conductor:conductor-es7-persistence,T,7.6.2,0,40,40,0,0,334
conductor-oss/conductor:conductor-grpc,T,7.6.2,0,2,2,0,0,335
conductor-oss/conductor:conductor-grpc-client,T,7.6.2,0,15,15,0,0,339
conductor-oss/conductor:conductor-grpc-server,T,7.6.2,0,11,11,0,0,342
conductor-oss/conductor:conductor-http-task,T,7.6.2,0,13,12,0,1,349
conductor-oss/conductor:conductor-java-sdk,T,7.6.2,0,33,28,1,4,359
conductor-oss/conductor:conductor-json-jq-task,T,7.6.2,0,7,7,0,0,360
conductor-oss/conductor:conductor-kafka,T,7.6.2,2,21,21,0,0,373
conductor-oss/conductor:conductor-metrics,T,7.6.2,0,2,2,0,0,376
conductor-oss/conductor:conductor-mysql-persistence,T,7.6.2,1,25,25,0,0,425
conductor-oss/conductor:conductor-nats,T,7.6.2,no test,,,,,425
conductor-oss/conductor:conductor-nats-streaming,T,7.6.2,no test,,,,,426
conductor-oss/conductor:conductor-postgres-external-storage,T,7.6.2,1,9,9,0,0,450
conductor-oss/conductor:conductor-postgres-persistence,T,7.6.2,0,54,54,0,0,482
conductor-oss/conductor:conductor-redis-concurrency-limit,T,7.6.2,0,10,10,0,0,490
conductor-oss/conductor:conductor-redis-lock,T,7.6.2,0,9,9,0,0,495
conductor-oss/conductor:conductor-redis-persistence,T,7.6.2,1,231,231,0,0,502
conductor-oss/conductor:conductor-rest,T,7.6.2,0,57,57,0,0,506
conductor-oss/conductor:conductor-server,T,7.6.2,0,3,3,0,0,523
conductor-oss/conductor:conductor-test-harness,T,7.6.2,2,199,199,0,0,601
conductor-oss/conductor:conductor-test-util,T,7.6.2,0,0,0,0,0,604
conductor-oss/conductor:conductor-workflow-event-listener,T,7.6.2,0,4,4,0,0,618
hamvocke/spring-testing,T,8.4,0,19,18,1,0,18
JackOfMostTrades/gadgetinspector,F,4.9,N/A,,,,,0
zalando/nakadi,F,6.8.3,N/A,,,,,1
wpilibsuite/allwpilib:apriltag,T,8.5,0,20,20,0,0,138
wpilibsuite/allwpilib:cameraserver,T,8.5,no test,,,,,147
wpilibsuite/allwpilib:crossConnIntegrationTests,T,8.5,no test,,,,,148
wpilibsuite/allwpilib:cscore,T,8.5,0,4,4,0,0,152
wpilibsuite/allwpilib:datalogtool,T,8.5,no test,,,,,154
wpilibsuite/allwpilib:docs,T,8.5,no test,,,,,155
wpilibsuite/allwpilib:fieldImages,T,8.5,0,12,12,0,0,157
wpilibsuite/allwpilib:glass,T,8.5,no test,,,,,158
wpilibsuite/allwpilib:hal,T,8.5,0,1,1,0,0,165
wpilibsuite/allwpilib:msvcruntime,T,8.5,no test,,,,,165
wpilibsuite/allwpilib:myRobot,T,8.5,no test,,,,,167
wpilibsuite/allwpilib:ntcore,T,8.5,0,35,34,0,1,170
wpilibsuite/allwpilib:ntcoreffi,T,8.5,no test,,,,,172
wpilibsuite/allwpilib:outlineviewer,T,8.5,no test,,,,,173
wpilibsuite/allwpilib:processstarter,T,8.5,no test,,,,,174
wpilibsuite/allwpilib:roborioteamnumbersetter,T,8.5,no test,,,,,175
wpilibsuite/allwpilib:romiVendordep,T,8.5,no test,,,,,193
wpilibsuite/allwpilib:simulation,T,8.5,no test,,,,,195
wpilibsuite/allwpilib:sysid,T,8.5,no test,,,,,197
wpilibsuite/allwpilib:wpigui,T,8.5,no test,,,,,198
wpilibsuite/allwpilib:wpilibc,T,8.5,no test,,,,,199
wpilibsuite/allwpilib:wpilibcExamples,T,8.5,no test,,,,,200
wpilibsuite/allwpilib:wpilibcIntegrationTests,T,8.5,no test,,,,,200
wpilibsuite/allwpilib:wpilibj,T,8.5,0,521,519,0,2,206
wpilibsuite/allwpilib:wpilibjExamples,T,8.5,no test,,,,,219
wpilibsuite/allwpilib:wpilibjIntegrationTests,T,8.5,no test,,,,,219
wpilibsuite/allwpilib:wpilibNewCommands,T,8.5,0,242,242,0,0,230
wpilibsuite/allwpilib:wpimath,T,8.5,0,525,525,0,0,236
wpilibsuite/allwpilib:wpinet,T,8.5,0,1,1,0,0,239
wpilibsuite/allwpilib:wpiunits,T,8.5,0,103,103,0,0,242
wpilibsuite/allwpilib:wpiutil,T,8.5,0,97,97,0,0,245
wpilibsuite/allwpilib:xrpVendordep,T,8.5,no test,,,,,247
SkriptLang/Skript,error with test,8.3,no test,,,,,17
PortSwigger/http-request-smuggler,error with test,7.2,no test,,,,,9
Earthcomputer/clientcommands,error with test,8.4,no test,,,,,25
momosecurity/momo-code-sec-inspector-java,F,6.1.1,N/A,,,,,0
broadinstitute/picard,T,8.5,error,,,,,266
Wurst-Imperium/Wurst7,error with test,8.5,no test,,,,,13
Vineflower/vineflower,T,7.3.3,error,887,887,0,0,33
fvarrui/JavaPackager:winrun4j-launcher,error with test,8.0.2,error,,,,,4
TestFX/TestFX,F,6.5.1,N/A,,,,,0
paulc4/microservices-demo,F,4.10.2,N/A,,,,,0
Multiverse/Multiverse-Core,T,7.6,0,18,18,0,0,11
srs/gradle-node-plugin,F,5.2.1,N/A,,,,,0
apple/servicetalk:servicetalk-annotations,T,8.3,no test,,,,,14
apple/servicetalk:servicetalk-benchmarks,T,8.3,no test,,,,,17
apple/servicetalk:servicetalk-bom,T,8.3,no test,,,,,17
apple/servicetalk:servicetalk-buffer-api,T,8.3,0,69,68,0,1,19
apple/servicetalk:servicetalk-buffer-netty,T,8.3,1,92,92,0,0,22
apple/servicetalk:servicetalk-client-api,T,8.3,0,6,6,0,0,25
apple/servicetalk:servicetalk-client-api-internal,T,8.3,0,40,40,0,0,26
apple/servicetalk:servicetalk-concurrent,T,8.3,no test,,,,,26
apple/servicetalk:servicetalk-concurrent-api,T,8.3,5,3095,3080,3,12,53
apple/servicetalk:servicetalk-concurrent-api-internal,T,8.3,0,133,133,0,0,55
apple/servicetalk:servicetalk-concurrent-api-test,T,8.3,0,135,135,0,0,56
apple/servicetalk:servicetalk-concurrent-internal,T,8.3,0,51,51,0,0,58
apple/servicetalk:servicetalk-concurrent-jdkflow,T,8.3,0,9,9,0,0,60
apple/servicetalk:servicetalk-concurrent-reactivestreams,T,8.3,0,21,21,0,0,66
apple/servicetalk:servicetalk-concurrent-test-internal,T,8.3,0,36,36,0,0,68
apple/servicetalk:servicetalk-context-api,T,8.3,0,2,2,0,0,69
apple/servicetalk:servicetalk-data-jackson,T,8.3,0,74,72,0,2,70
apple/servicetalk:servicetalk-data-jackson-jersey,T,8.3,299,1640,1334,105,201,388
apple/servicetalk:servicetalk-data-protobuf,T,8.3,0,42,42,0,0,394
apple/servicetalk:servicetalk-data-protobuf-jersey,T,8.3,422,1619,1322,95,202,702
apple/servicetalk:servicetalk-dependencies,T,8.3,no test,,,,,703
apple/servicetalk:servicetalk-dns-discovery-netty,T,8.3,1,74,74,0,0,708
